k,eps,Option1,Option2,D_0,Lambdamin,Lambdamax,Increasing,RBDeval,ETol,ps,Elapsed Time
12,0.03,1,2,0.7,1.1640625,1.16484375,1,-0.000320282,0.001,0.1,31.0622337
12,0.05,1,2,0.7,1.15703125,1.1578125,1,0.000519132,0.001,0.1,34.2613468
12,0.075,1,2,0.7,1.1484375,1.14921875,1,-0.000267677,0.001,0.1,34.0606614
12,0.1,1,2,0.7,1.13984375,1.140625,1,0.000887782,0.001,0.1,33.4180301
12,0.15,1,2,0.7,1.1234375,1.12421875,1,-0.004720858,0.001,0.1,32.7942618
12,0.2,1,2,0.7,1.10703125,1.1078125,1,-0.003748861,0.001,0.1,33.2146351
12,0.25,1,2,0.7,1.090625,1.09140625,1,0.001470105,0.001,0.1,31.1745592
12,0.3,1,2,0.7,1.075,1.07578125,1,0.001403396,0.001,0.1,33.3875776
12,0.35,1,2,0.7,1.06015625,1.0609375,1,-0.003738691,0.001,0.1,30.8378294
12,0.4,1,2,0.7,1.0453125,1.04609375,1,-0.006016977,0.001,0.1,31.060142
12,0.45,1,2,0.7,1.03046875,1.03125,1,-0.000494044,0.001,0.1,32.5288947
12,0.5,1,2,0.7,1.01640625,1.0171875,1,-0.00302729,0.001,0.1,30.0283785
12,0.55,1,2,0.7,1.00234375,1.003125,1,-0.000611132,0.001,0.1,39.3851611
12,0.6,1,2,0.7,0.98828125,0.9890625,1,0.006746571,0.001,0.1,30.1550476
12,0.65,1,2,0.7,0.975,0.97578125,1,0.004708535,0.001,0.1,29.1925768
12,0.7,1,2,0.7,0.9625,0.96328125,1,-0.002936521,0.001,0.1,30.0266414
12,0.75,1,2,0.7,0.95,0.95078125,1,-0.006078,0.001,0.1,29.7360891
12,0.8,1,2,0.7,0.9375,0.93828125,1,-0.00472496,0.001,0.1,29.8517859
12,0.85,1,2,0.7,0.925,0.92578125,1,0.001116327,0.001,0.1,28.4018539
12,0.9,1,2,0.7,0.91328125,0.9140625,1,0.001649277,0.001,0.1,28.2567556
12,0.95,1,2,0.7,0.9015625,0.90234375,1,0.00055186,0.001,0.1,37.807647
12,1,1,2,0.7,0.890625,0.89140625,1,-0.006311772,0.001,0.1,27.3353373
13,0.005,1,2,0.7,1.1734375,1.17421875,1,-0.0055409,0.001,0.1,34.134655
13,0.01,1,2,0.7,1.17109375,1.171875,1,0.003234501,0.001,0.1,33.2383237
13,0.03,1,2,0.7,1.1640625,1.16484375,1,0.002913647,0.001,0.1,32.3626844
13,0.05,1,2,0.7,1.15703125,1.1578125,1,0.00382923,0.001,0.1,33.6517524
13,0.075,1,2,0.7,1.1484375,1.14921875,1,0.002979602,0.001,0.1,32.3290405
13,0.1,1,2,0.7,1.13984375,1.140625,1,0.004239072,0.001,0.1,33.6393557
13,0.15,1,2,0.7,1.1234375,1.12421875,1,-0.001842786,0.001,0.1,33.0297892
13,0.2,1,2,0.7,1.10703125,1.1078125,1,-0.000778871,0.001,0.1,33.0601455
13,0.25,1,2,0.7,1.090625,1.09140625,1,0.004896384,0.001,0.1,31.2031229
13,0.3,1,2,0.7,1.075,1.07578125,1,0.004831186,0.001,0.1,32.3075514
13,0.35,1,2,0.7,1.06015625,1.0609375,1,-0.000745811,0.001,0.1,30.941843
13,0.4,1,2,0.7,1.0453125,1.04609375,1,-0.0032133,0.001,0.1,32.4568036
13,0.45,1,2,0.7,1.03046875,1.03125,1,0.002789775,0.001,0.1,31.734584
13,0.5,1,2,0.7,1.01640625,1.0171875,1,4.46E-05,0.001,0.1,33.6374593
13,0.55,1,2,0.7,1.00234375,1.003125,1,0.002673315,0.001,0.1,33.3246516
13,0.6,1,2,0.7,0.9890625,0.98984375,1,-0.004604231,0.001,0.1,31.2242815
13,0.65,1,2,0.7,0.97578125,0.9765625,1,-0.002467252,0.001,0.1,30.2053876
13,0.7,1,2,0.7,0.9625,0.96328125,1,0.000161938,0.001,0.1,30.8991386
13,0.75,1,2,0.7,0.95,0.95078125,1,-0.003245073,0.001,0.1,30.8004712
13,0.8,1,2,0.7,0.9375,0.93828125,1,-0.001772333,0.001,0.1,31.2383156
13,0.85,1,2,0.7,0.925,0.92578125,1,0.004573191,0.001,0.1,29.9834494
13,0.9,1,2,0.7,0.91328125,0.9140625,1,0.005154862,0.001,0.1,28.6081662
13,0.95,1,2,0.7,0.9015625,0.90234375,1,0.003966268,0.001,0.1,30.8544191
13,1,1,2,0.7,0.890625,0.89140625,1,-0.003482969,0.001,0.1,28.5070981
14,0.005,1,2,0.7,1.1734375,1.17421875,1,-0.003190194,0.001,0.1,32.9460423
14,0.01,1,2,0.7,1.17109375,1.171875,1,0.006281609,0.001,0.1,32.2779567
14,0.03,1,2,0.7,1.1640625,1.16484375,1,0.005939896,0.001,0.1,33.9654545
14,0.05,1,2,0.7,1.1578125,1.15859375,1,-0.00625209,0.001,0.1,34.3772162
14,0.075,1,2,0.7,1.1484375,1.14921875,1,0.006020965,0.001,0.1,32.3303284
14,0.1,1,2,0.7,1.140625,1.14140625,1,-0.006087729,0.001,0.1,32.579129
14,0.15,1,2,0.7,1.1234375,1.12421875,1,0.000832137,0.001,0.1,33.688422
14,0.2,1,2,0.7,1.10703125,1.1078125,1,0.001989891,0.001,0.1,31.9102555
14,0.25,1,2,0.7,1.09140625,1.0921875,1,-0.004290792,0.001,0.1,32.8269519
14,0.3,1,2,0.7,1.07578125,1.0765625,1,-0.004265298,0.001,0.1,30.334975
14,0.35,1,2,0.7,1.06015625,1.0609375,1,0.002051397,0.001,0.1,36.6223683
14,0.4,1,2,0.7,1.0453125,1.04609375,1,-0.000603556,0.001,0.1,31.4692135
14,0.45,1,2,0.7,1.03046875,1.03125,1,0.005881619,0.001,0.1,31.9211049
14,0.5,1,2,0.7,1.01640625,1.0171875,1,0.002926189,0.001,0.1,33.3387751
14,0.55,1,2,0.7,1.00234375,1.003125,1,0.005769276,0.001,0.1,31.3352699
14,0.6,1,2,0.7,0.9890625,0.98984375,1,-0.002077454,0.001,0.1,30.7828123
14,0.65,1,2,0.7,0.97578125,0.9765625,1,0.000234286,0.001,0.1,30.8480064
14,0.7,1,2,0.7,0.9625,0.96328125,1,0.003076901,0.001,0.1,29.6471951
14,0.75,1,2,0.7,0.95,0.95078125,1,-0.000594126,0.001,0.1,31.164244
14,0.8,1,2,0.7,0.9375,0.93828125,1,0.000999981,0.001,0.1,30.7099965
14,0.85,1,2,0.7,0.92578125,0.9265625,1,-0.003679954,0.001,0.1,29.8627661
14,0.9,1,2,0.7,0.91328125,0.9140625,1,0.008483525,0.001,0.1,34.5733736
14,0.95,1,2,0.7,0.90234375,0.903125,1,-0.004208423,0.001,0.1,29.4506027
14,1,1,2,0.7,0.890625,0.89140625,1,-0.000828329,0.001,0.1,29.8815827
15,0.005,1,2,0.7,1.1734375,1.17421875,1,-0.001007765,0.001,0.1,34.2457568
15,0.01,1,2,0.7,1.171875,1.17265625,1,-0.00474593,0.001,0.1,33.7044587
15,0.03,1,2,0.7,1.16484375,1.165625,1,-0.004979468,0.001,0.1,32.9046121
15,0.05,1,2,0.7,1.1578125,1.15859375,1,-0.004283698,0.001,0.1,33.7075353
15,0.075,1,2,0.7,1.14921875,1.15,1,-0.004783719,0.001,0.1,33.1558283
15,0.1,1,2,0.7,1.140625,1.14140625,1,-0.004095845,0.001,0.1,34.2368209
15,0.15,1,2,0.7,1.1234375,1.12421875,1,0.00334274,0.001,0.1,32.8829047
15,0.2,1,2,0.7,1.10703125,1.1078125,1,0.004595665,0.001,0.1,33.7364844
15,0.25,1,2,0.7,1.09140625,1.0921875,1,-0.002136092,0.001,0.1,31.7851082
15,0.3,1,2,0.7,1.07578125,1.0765625,1,-0.002099406,0.001,0.1,31.1851924
15,0.35,1,2,0.7,1.06015625,1.0609375,1,0.004689461,0.001,0.1,31.5832859
15,0.4,1,2,0.7,1.0453125,1.04609375,1,0.001848239,0.001,0.1,31.8154645
15,0.45,1,2,0.7,1.03125,1.03203125,1,-0.00787886,0.001,0.1,31.6386828
15,0.5,1,2,0.7,1.01640625,1.0171875,1,0.005652355,0.001,0.1,32.2030002
15,0.55,1,2,0.7,1.003125,1.00390625,1,-0.008642022,0.001,0.1,32.1436571
15,0.6,1,2,0.7,0.9890625,0.98984375,1,0.000296175,0.001,0.1,30.0489016
15,0.65,1,2,0.7,0.97578125,0.9765625,1,0.002783892,0.001,0.1,30.2568769
15,0.7,1,2,0.7,0.9625,0.96328125,1,0.005841172,0.001,0.1,31.9673276
15,0.75,1,2,0.7,0.95,0.95078125,1,0.001907171,0.001,0.1,31.9355407
15,0.8,1,2,0.7,0.9375,0.93828125,1,0.003623808,0.001,0.1,30.1004207
15,0.85,1,2,0.7,0.92578125,0.9265625,1,-0.001393533,0.001,0.1,31.2809298
15,0.9,1,2,0.7,0.9140625,0.91484375,1,-0.008045166,0.001,0.1,29.3676545
15,0.95,1,2,0.7,0.90234375,0.903125,1,-0.001950403,0.001,0.1,30.4087554
15,1,1,2,0.7,0.890625,0.89140625,1,0.0016821,0.001,0.1,27.3057672
16,0.005,1,2,0.7,1.1734375,1.17421875,1,0.0010371,0.001,0.1,32.3363472
16,0.01,1,2,0.7,1.171875,1.17265625,1,-0.002955591,0.001,0.1,32.4197942
16,0.03,1,2,0.7,1.16484375,1.165625,1,-0.00320023,0.001,0.1,31.2082882
16,0.05,1,2,0.7,1.1578125,1.15859375,1,-0.002452066,0.001,0.1,35.1964756
16,0.075,1,2,0.7,1.14921875,1.15,1,-0.002980444,0.001,0.1,30.4393135
16,0.1,1,2,0.7,1.140625,1.14140625,1,-0.002239785,0.001,0.1,34.5491903
16,0.15,1,2,0.7,1.1234375,1.12421875,1,0.005718555,0.001,0.1,32.3323556
16,0.2,1,2,0.7,1.10703125,1.1078125,1,0.007067587,0.001,0.1,34.9216082
16,0.25,1,2,0.7,1.09140625,1.0921875,1,-0.000114446,0.001,0.1,31.667217
16,0.3,1,2,0.7,1.07578125,1.0765625,1,-6.57E-05,0.001,0.1,32.3251122
16,0.35,1,2,0.7,1.06015625,1.0609375,1,0.007196367,0.001,0.1,30.8397036
16,0.4,1,2,0.7,1.0453125,1.04609375,1,0.004169708,0.001,0.1,31.6932957
16,0.45,1,2,0.7,1.03125,1.03203125,1,-0.006213738,0.001,0.1,32.3349047
16,0.5,1,2,0.7,1.01640625,1.0171875,1,0.008249978,0.001,0.1,32.6520347
16,0.55,1,2,0.7,1.003125,1.00390625,1,-0.007013285,0.001,0.1,31.4834232
16,0.6,1,2,0.7,0.9890625,0.98984375,1,0.002542844,0.001,0.1,31.1858904
16,0.65,1,2,0.7,0.97578125,0.9765625,1,0.0052074,0.001,0.1,29.5082435
16,0.7,1,2,0.7,0.96328125,0.9640625,1,-0.004959681,0.001,0.1,30.4966072
16,0.75,1,2,0.7,0.95,0.95078125,1,0.00428397,0.001,0.1,30.8661834
16,0.8,1,2,0.7,0.9375,0.93828125,1,0.006123962,0.001,0.1,29.5492559
16,0.85,1,2,0.7,0.92578125,0.9265625,1,0.000769875,0.001,0.1,30.7036034
16,0.9,1,2,0.7,0.9140625,0.91484375,1,-0.006330075,0.001,0.1,30.2861966
16,0.95,1,2,0.7,0.90234375,0.903125,1,0.00018611,0.001,0.1,31.2722045
16,1,1,2,0.7,0.890625,0.89140625,1,0.004071861,0.001,0.1,28.7825396
17,0.005,1,2,0.7,1.1734375,1.17421875,1,0.002968071,0.001,0.1,33.1472127
17,0.01,1,2,0.7,1.171875,1.17265625,1,-0.001279121,0.001,0.1,34.39067
17,0.03,1,2,0.7,1.16484375,1.165625,1,-0.00153459,0.001,0.1,32.9880716
17,0.05,1,2,0.7,1.1578125,1.15859375,1,-0.000733754,0.001,0.1,34.5012864
17,0.075,1,2,0.7,1.14921875,1.15,1,-0.001290158,0.001,0.1,32.51702
17,0.1,1,2,0.7,1.140625,1.14140625,1,-0.000496369,0.001,0.1,33.3991528
17,0.15,1,2,0.7,1.12421875,1.125,1,-0.007389776,0.001,0.1,34.2659618
17,0.2,1,2,0.7,1.1078125,1.10859375,1,-0.007723815,0.001,0.1,33.6524178
17,0.25,1,2,0.7,1.09140625,1.0921875,1,0.001796563,0.001,0.1,32.219597
17,0.3,1,2,0.7,1.07578125,1.0765625,1,0.001858072,0.001,0.1,29.7647372
17,0.35,1,2,0.7,1.0609375,1.06171875,1,-0.008645577,0.001,0.1,31.5160305
17,0.4,1,2,0.7,1.0453125,1.04609375,1,0.006382522,0.001,0.1,30.4982025
17,0.45,1,2,0.7,1.03125,1.03203125,1,-0.004656791,0.001,0.1,29.4981819
17,0.5,1,2,0.7,1.0171875,1.01796875,1,-0.008609006,0.001,0.1,31.6274131
17,0.55,1,2,0.7,1.003125,1.00390625,1,-0.005491511,0.001,0.1,32.6182323
17,0.6,1,2,0.7,0.9890625,0.98984375,1,0.004683294,0.001,0.1,31.180052
17,0.65,1,2,0.7,0.97578125,0.9765625,1,0.007525318,0.001,0.1,28.3025206
17,0.7,1,2,0.7,0.96328125,0.9640625,1,-0.003285035,0.001,0.1,27.7710222
17,0.75,1,2,0.7,0.95,0.95078125,1,0.00655634,0.001,0.1,28.1255525
17,0.8,1,2,0.7,0.93828125,0.9390625,1,-0.005621062,0.001,0.1,29.1232487
17,0.85,1,2,0.7,0.92578125,0.9265625,1,0.002829925,0.001,0.1,27.5578718
17,0.9,1,2,0.7,0.9140625,0.91484375,1,-0.004717898,0.001,0.1,28.5931278
17,0.95,1,2,0.7,0.90234375,0.903125,1,0.002220357,0.001,0.1,28.3799353
17,1,1,2,0.7,0.890625,0.89140625,1,0.006359972,0.001,0.1,26.5202066
18,0.005,1,2,0.7,1.1734375,1.17421875,1,0.00480368,0.001,0.1,31.5337006
18,0.01,1,2,0.7,1.171875,1.17265625,1,0.000301999,0.001,0.1,32.2296442
18,0.03,1,2,0.7,1.16484375,1.165625,1,3.59E-05,0.001,0.1,31.1036875
18,0.05,1,2,0.7,1.1578125,1.15859375,1,0.0008896,0.001,0.1,32.0813577
18,0.075,1,2,0.7,1.14921875,1.15,1,0.000305405,0.001,0.1,30.5728709
18,0.1,1,2,0.7,1.140625,1.14140625,1,0.001152571,0.001,0.1,31.3102705
18,0.15,1,2,0.7,1.12421875,1.125,1,-0.006144885,0.001,0.1,30.7477514
18,0.2,1,2,0.7,1.1078125,1.10859375,1,-0.006488591,0.001,0.1,31.2947071
18,0.25,1,2,0.7,1.09140625,1.0921875,1,0.003614532,0.001,0.1,29.2674842
18,0.3,1,2,0.7,1.07578125,1.0765625,1,0.00368924,0.001,0.1,30.1672298
18,0.35,1,2,0.7,1.0609375,1.06171875,1,-0.007437075,0.001,0.1,29.6229604
18,0.4,1,2,0.7,1.04609375,1.046875,1,-0.007225247,0.001,0.1,29.6947355
18,0.45,1,2,0.7,1.03125,1.03203125,1,-0.00319113,0.001,0.1,29.516148
18,0.5,1,2,0.7,1.0171875,1.01796875,1,-0.007372906,0.001,0.1,29.0289057
18,0.55,1,2,0.7,1.003125,1.00390625,1,-0.004060154,0.001,0.1,30.7966162
18,0.6,1,2,0.7,0.9890625,0.98984375,1,0.00673388,0.001,0.1,28.7666864
18,0.65,1,2,0.7,0.97578125,0.9765625,1,0.009753833,0.001,0.1,36.6563198
18,0.7,1,2,0.7,0.96328125,0.9640625,1,-0.001699505,0.001,0.1,28.6943023
18,0.75,1,2,0.7,0.95078125,0.9515625,1,-0.006333543,0.001,0.1,28.2407389
18,0.8,1,2,0.7,0.93828125,0.9390625,1,-0.004162878,0.001,0.1,29.0001197
18,0.85,1,2,0.7,0.92578125,0.9265625,1,0.004802172,0.001,0.1,28.820587
18,0.9,1,2,0.7,0.9140625,0.91484375,1,-0.003193218,0.001,0.1,28.3344567
18,0.95,1,2,0.7,0.90234375,0.903125,1,0.004167591,0.001,0.1,29.2611676
18,1,1,2,0.7,0.89140625,0.8921875,1,-0.006123445,0.001,0.1,26.6449177
19,0.005,1,2,0.7,1.1734375,1.17421875,1,0.006558644,0.001,0.1,31.4759971
19,0.01,1,2,0.7,1.171875,1.17265625,1,0.001802481,0.001,0.1,31.8757247
19,0.03,1,2,0.7,1.16484375,1.165625,1,0.001525868,0.001,0.1,32.33862
19,0.05,1,2,0.7,1.1578125,1.15859375,1,0.002432592,0.001,0.1,29.6968551
19,0.075,1,2,0.7,1.14921875,1.15,1,0.001820771,0.001,0.1,30.3375786
19,0.1,1,2,0.7,1.140625,1.14140625,1,0.002721489,0.001,0.1,29.9431314
19,0.15,1,2,0.7,1.12421875,1.125,1,-0.004979733,0.001,0.1,31.052891
19,0.2,1,2,0.7,1.1078125,1.10859375,1,-0.005332776,0.001,0.1,30.2548376
19,0.25,1,2,0.7,1.09140625,1.0921875,1,0.005353501,0.001,0.1,32.0150237
19,0.3,1,2,0.7,1.07578125,1.0765625,1,0.005441738,0.001,0.1,27.9542579
19,0.35,1,2,0.7,1.0609375,1.06171875,1,-0.00630701,0.001,0.1,30.5303799
19,0.4,1,2,0.7,1.04609375,1.046875,1,-0.006074579,0.001,0.1,30.8783406
19,0.45,1,2,0.7,1.03125,1.03203125,1,-0.001803229,0.001,0.1,30.9403519
19,0.5,1,2,0.7,1.0171875,1.01796875,1,-0.00621429,0.001,0.1,30.9803371
19,0.55,1,2,0.7,1.003125,1.00390625,1,-0.002705938,0.001,0.1,29.7254877
19,0.6,1,2,0.7,0.98984375,0.990625,1,-0.007499053,0.001,0.1,28.2704681
19,0.65,1,2,0.7,0.9765625,0.97734375,1,-0.011034354,0.001,0.1,27.4847887
19,0.7,1,2,0.7,0.96328125,0.9640625,1,-0.000190181,0.001,0.1,27.8278914
19,0.75,1,2,0.7,0.95078125,0.9515625,1,-0.005080442,0.001,0.1,28.9324207
19,0.8,1,2,0.7,0.93828125,0.9390625,1,-0.002780334,0.001,0.1,27.2157968
19,0.85,1,2,0.7,0.92578125,0.9265625,1,0.006699163,0.001,0.1,29.0569533
19,0.9,1,2,0.7,0.9140625,0.91484375,1,-0.001743586,0.001,0.1,28.0399674
19,0.95,1,2,0.7,0.90234375,0.903125,1,0.006040134,0.001,0.1,31.5360436
19,1,1,2,0.7,0.89140625,0.8921875,1,-0.004828825,0.001,0.1,26.7805682
20,0.005,1,2,0.7,1.1734375,1.17421875,1,0.008244803,0.001,0.1,33.4687411
20,0.01,1,2,0.7,1.171875,1.17265625,1,0.003234158,0.001,0.1,31.3406417
20,0.03,1,2,0.7,1.16484375,1.165625,1,0.002947142,0.001,0.1,33.7147724
20,0.05,1,2,0.7,1.1578125,1.15859375,1,0.003906988,0.001,0.1,33.2619818
20,0.075,1,2,0.7,1.14921875,1.15,1,0.003267665,0.001,0.1,32.6302859
20,0.1,1,2,0.7,1.140625,1.14140625,1,0.004222068,0.001,0.1,32.5187561
20,0.15,1,2,0.7,1.12421875,1.125,1,-0.003882713,0.001,0.1,29.8499972
20,0.2,1,2,0.7,1.1078125,1.10859375,1,-0.004244846,0.001,0.1,33.8563643
20,0.25,1,2,0.7,1.09140625,1.0921875,1,0.0070249,0.001,0.1,29.357748
20,0.3,1,2,0.7,1.07578125,1.0765625,1,0.007126915,0.001,0.1,29.275329
20,0.35,1,2,0.7,1.0609375,1.06171875,1,-0.005244099,0.001,0.1,31.0758945
20,0.4,1,2,0.7,1.04609375,1.046875,1,-0.004990824,0.001,0.1,30.2872309
20,0.45,1,2,0.7,1.03125,1.03203125,1,-0.00048197,0.001,0.1,31.0745288
20,0.5,1,2,0.7,1.0171875,1.01796875,1,-0.005122112,0.001,0.1,31.2713414
20,0.55,1,2,0.7,1.003125,1.00390625,1,-0.001417899,0.001,0.1,30.5373576
20,0.6,1,2,0.7,0.98984375,0.990625,1,-0.006461196,0.001,0.1,28.4108941
20,0.65,1,2,0.7,0.9765625,0.97734375,1,-0.010179247,0.001,0.1,27.6775823
20,0.7,1,2,0.7,0.96328125,0.9640625,1,0.001253671,0.001,0.1,29.3209626
20,0.75,1,2,0.7,0.95078125,0.9515625,1,-0.003892626,0.001,0.1,29.4240436
20,0.8,1,2,0.7,0.93828125,0.9390625,1,-0.001462836,0.001,0.1,27.1709395
20,0.85,1,2,0.7,0.92578125,0.9265625,1,0.008531408,0.001,0.1,29.1181105
20,0.9,1,2,0.7,0.9140625,0.91484375,1,-0.000358553,0.001,0.1,28.2498523
20,0.95,1,2,0.7,0.90234375,0.903125,1,0.007848358,0.001,0.1,28.3498463
20,1,1,2,0.7,0.89140625,0.8921875,1,-0.00359841,0.001,0.1,27.5485677
