k,eps,Option1,Option2,D_0,Lambdamin,Lambdamax,Increasing,RBDeval,ETol,ps,Elapsed Time
1.4,0.35,1,2,0.7,1.00546875,1.00625,1,-4.02E-06,0.001,0.1,12.9419605
1.4,0.4,1,2,0.7,0.9953125,0.99609375,1,0.00051928,0.001,0.1,11.4126728
1.4,0.45,1,2,0.7,0.9859375,0.98671875,1,0.000200232,0.001,0.1,11.4310682
1.4,0.5,1,2,0.7,0.9765625,0.97734375,1,0.000135173,0.001,0.1,10.7745613
1.4,0.55,1,2,0.7,0.9671875,0.96796875,1,0.000324362,0.001,0.1,11.0147442
1.4,0.6,1,2,0.7,0.95859375,0.959375,1,-0.000320241,0.001,0.1,10.8641996
1.4,0.65,1,2,0.7,0.94921875,0.95,1,0.000379753,0.001,0.1,11.1488734
1.4,0.7,1,2,0.7,0.940625,0.94140625,1,-7.36E-05,0.001,0.1,10.9123654
1.4,0.75,1,2,0.7,0.93203125,0.9328125,1,3.11E-05,0.001,0.1,10.7646276
1.4,0.8,1,2,0.7,0.9234375,0.92421875,1,2.48E-05,0.001,0.1,10.9512138
1.4,0.85,1,2,0.7,0.91484375,0.915625,1,0.000623461,0.001,0.1,11.1696386
1.4,0.9,1,2,0.7,0.90703125,0.9078125,1,-1.47E-05,0.001,0.1,11.106426
1.4,0.95,1,2,0.7,0.89921875,0.9,1,-0.000437458,0.001,0.1,11.4365552
1.4,1,1,2,0.7,0.890625,0.89140625,1,0.00043268,0.001,0.1,10.0581015
1.5,0.005,1,2,0.7,1.0890625,1.08984375,1,0.000323316,0.001,0.1,20.6202045
1.5,0.01,1,2,0.7,1.08828125,1.0890625,1,-0.000378913,0.001,0.1,20.7960025
1.5,0.03,1,2,0.7,1.0828125,1.08359375,1,0.000424463,0.001,0.1,19.9494252
1.5,0.05,1,2,0.7,1.078125,1.07890625,1,9.31E-05,0.001,0.1,19.633294
1.5,0.075,1,2,0.7,1.071875,1.07265625,1,0.000365924,0.001,0.1,19.4053175
1.5,0.1,1,2,0.7,1.06640625,1.0671875,1,-0.000452883,0.001,0.1,22.8505849
1.5,0.15,1,2,0.7,1.05390625,1.0546875,1,0.000579234,0.001,0.1,12.6323002
1.5,0.2,1,2,0.7,1.04296875,1.04375,1,-0.000476749,0.001,0.1,12.82901
1.5,0.25,1,2,0.7,1.03125,1.03203125,1,-8.24E-06,0.001,0.1,11.3231433
1.5,0.3,1,2,0.7,1.0203125,1.02109375,1,-0.000379176,0.001,0.1,11.3011013
1.5,0.35,1,2,0.7,1.009375,1.01015625,1,-0.000405761,0.001,0.1,11.6514709
1.5,0.4,1,2,0.7,0.9984375,0.99921875,1,-8.75E-05,0.001,0.1,10.742707
1.5,0.45,1,2,0.7,0.9875,0.98828125,1,0.000575953,0.001,0.1,10.7413679
1.5,0.5,1,2,0.7,0.97734375,0.978125,1,0.000415505,0.001,0.1,10.6252166
1.5,0.55,1,2,0.7,0.9671875,0.96796875,1,0.000304657,0.001,0.1,10.8100485
1.5,0.6,1,2,0.7,0.9578125,0.95859375,1,-0.000675738,0.001,0.1,11.1101399
1.5,0.65,1,2,0.7,0.94765625,0.9484375,1,0.00016372,0.001,0.1,10.7389496
1.5,0.7,1,2,0.7,0.93828125,0.9390625,1,-0.000189994,0.001,0.1,10.7812094
1.5,0.75,1,2,0.7,0.92890625,0.9296875,1,-0.000242606,0.001,0.1,13.5865987
1.5,0.8,1,2,0.7,0.91953125,0.9203125,1,6.21E-06,0.001,0.1,11.5020617
1.5,0.85,1,2,0.7,0.91015625,0.9109375,1,0.000556825,0.001,0.1,15.5192387
1.5,0.9,1,2,0.7,0.9015625,0.90234375,1,-0.000238025,0.001,0.1,13.8892385
1.5,0.95,1,2,0.7,0.89296875,0.89375,1,-0.000260881,0.001,0.1,16.2276179
1.5,1,1,2,0.7,0.884375,0.88515625,1,-0.000525977,0.001,0.1,18.9049943
1.6,0.005,1,2,0.7,1.09921875,1.1,1,-0.000571074,0.001,0.1,13.8989068
1.6,0.01,1,2,0.7,1.09765625,1.0984375,1,-0.000203138,0.001,0.1,13.0120114
1.6,0.03,1,2,0.7,1.0921875,1.09296875,1,2.59E-05,0.001,0.1,14.5824047
1.6,0.05,1,2,0.7,1.08671875,1.0875,1,0.000349825,0.001,0.1,13.0409585
1.6,0.075,1,2,0.7,1.08046875,1.08125,1,-0.000123271,0.001,0.1,15.4958963
1.6,0.1,1,2,0.7,1.07421875,1.075,1,-0.000486364,0.001,0.1,15.1883527
1.6,0.15,1,2,0.7,1.0609375,1.06171875,1,0.000387358,0.001,0.1,16.6072902
1.6,0.2,1,2,0.7,1.0484375,1.04921875,1,0.000429195,0.001,0.1,15.2521374
1.6,0.25,1,2,0.7,1.03671875,1.0375,1,-0.000350555,0.001,0.1,15.1659299
1.6,0.3,1,2,0.7,1.02421875,1.025,1,0.000578472,0.001,0.1,13.5149863
1.6,0.35,1,2,0.7,1.0125,1.01328125,1,0.000474247,0.001,0.1,12.6626936
1.6,0.4,1,2,0.7,1.0015625,1.00234375,1,-0.000497285,0.001,0.1,12.4227778
1.6,0.45,1,2,0.7,0.98984375,0.990625,1,0.00045798,0.001,0.1,12.9651434
1.6,0.5,1,2,0.7,0.97890625,0.9796875,1,0.000302222,0.001,0.1,13.7520491
1.6,0.55,1,2,0.7,0.96796875,0.96875,1,0.000540858,0.001,0.1,13.5825058
1.6,0.6,1,2,0.7,0.9578125,0.95859375,1,-0.000445307,0.001,0.1,11.82536
1.6,0.65,1,2,0.7,0.946875,0.94765625,1,0.000554873,0.001,0.1,10.8290547
1.6,0.7,1,2,0.7,0.93671875,0.9375,1,0.000712861,0.001,0.1,10.7276276
1.6,0.75,1,2,0.7,0.92734375,0.928125,1,-0.000434226,0.001,0.1,10.8679983
1.6,0.8,1,2,0.7,0.9171875,0.91796875,1,-3.98E-06,0.001,0.1,11.0514574
1.6,0.85,1,2,0.7,0.9078125,0.90859375,1,-0.000465278,0.001,0.1,10.8187392
1.6,0.9,1,2,0.7,0.8984375,0.89921875,1,-0.000581936,0.001,0.1,10.5190389
1.6,0.95,1,2,0.7,0.8890625,0.88984375,1,-0.000353577,0.001,0.1,10.4466726
1.6,1,1,2,0.7,0.8796875,0.88046875,1,0.000220223,0.001,0.1,10.2896251
1.7,0.005,1,2,0.7,1.10703125,1.1078125,1,-0.000125779,0.001,0.1,12.3904333
1.7,0.01,1,2,0.7,1.10546875,1.10625,1,0.000135447,0.001,0.1,12.1497676
1.7,0.03,1,2,0.7,1.1,1.10078125,1,-0.000145187,0.001,0.1,11.9279707
1.7,0.05,1,2,0.7,1.09453125,1.0953125,1,-0.000320108,0.001,0.1,12.3800076
1.7,0.075,1,2,0.7,1.0875,1.08828125,1,-0.000112266,0.001,0.1,12.2731885
1.7,0.1,1,2,0.7,1.08046875,1.08125,1,0.000283973,0.001,0.1,12.5063123
1.7,0.15,1,2,0.7,1.0671875,1.06796875,1,-2.69E-05,0.001,0.1,11.7861638
1.7,0.2,1,2,0.7,1.05390625,1.0546875,1,0.000285527,0.001,0.1,11.7365019
1.7,0.25,1,2,0.7,1.04140625,1.0421875,1,-0.000369306,0.001,0.1,11.4768753
1.7,0.3,1,2,0.7,1.02890625,1.0296875,1,-0.000531599,0.001,0.1,11.4781222
1.7,0.35,1,2,0.7,1.01640625,1.0171875,1,-0.000200623,0.001,0.1,11.5251724
1.7,0.4,1,2,0.7,1.00390625,1.0046875,1,0.000624446,0.001,0.1,11.3678636
1.7,0.45,1,2,0.7,0.9921875,0.99296875,1,0.000296941,0.001,0.1,10.534609
1.7,0.5,1,2,0.7,0.98046875,0.98125,1,0.000752749,0.001,0.1,10.6507039
1.7,0.55,1,2,0.7,0.96953125,0.9703125,1,7.47E-07,0.001,0.1,10.6913349
1.7,0.6,1,2,0.7,0.95859375,0.959375,1,-0.000311015,0.001,0.1,12.1447213
1.7,0.65,1,2,0.7,0.94765625,0.9484375,1,-0.000181996,0.001,0.1,15.2391483
1.7,0.7,1,2,0.7,0.93671875,0.9375,1,0.000388417,0.001,0.1,13.2953925
1.7,0.75,1,2,0.7,0.9265625,0.92734375,1,-0.000438978,0.001,0.1,10.91907
1.7,0.8,1,2,0.7,0.91640625,0.9171875,1,-0.000325738,0.001,0.1,10.7589887
1.7,0.85,1,2,0.7,0.90625,0.90703125,1,-0.00036138,0.001,0.1,11.4378417
1.7,0.9,1,2,0.7,0.89609375,0.896875,1,0.000615361,0.001,0.1,10.6750176
1.7,0.95,1,2,0.7,0.88671875,0.8875,1,7.25E-05,0.001,0.1,10.9698579
1.7,1,1,2,0.7,0.87734375,0.878125,1,-8.50E-05,0.001,0.1,11.0115675
1.8,0.005,1,2,0.7,1.1140625,1.11484375,1,-0.000424557,0.001,0.1,13.2330946
1.8,0.01,1,2,0.7,1.1125,1.11328125,1,-0.000259675,0.001,0.1,12.1726578
1.8,0.03,1,2,0.7,1.10625,1.10703125,1,0.000464951,0.001,0.1,15.2122251
1.8,0.05,1,2,0.7,1.10078125,1.1015625,1,-0.000155342,0.001,0.1,13.5074912
1.8,0.075,1,2,0.7,1.09375,1.09453125,1,-0.000474441,0.001,0.1,11.9563088
1.8,0.1,1,2,0.7,1.08671875,1.0875,1,-0.000586767,0.001,0.1,11.9263436
1.8,0.15,1,2,0.7,1.07265625,1.0734375,1,-0.000421973,0.001,0.1,11.3538596
1.8,0.2,1,2,0.7,1.05859375,1.059375,1,0.000340095,0.001,0.1,11.2348284
1.8,0.25,1,2,0.7,1.0453125,1.04609375,1,7.77E-05,0.001,0.1,11.3624586
1.8,0.3,1,2,0.7,1.03203125,1.0328125,1,0.000578406,0.001,0.1,11.6830022
1.8,0.35,1,2,0.7,1.01953125,1.0203125,1,-2.57E-06,0.001,0.1,11.6299836
1.8,0.4,1,2,0.7,1.00703125,1.0078125,1,-4.16E-05,0.001,0.1,11.2516878
1.8,0.45,1,2,0.7,0.99453125,0.9953125,1,0.000462119,0.001,0.1,10.7306896
1.8,0.5,1,2,0.7,0.9828125,0.98359375,1,-0.000285747,0.001,0.1,10.6331374
1.8,0.55,1,2,0.7,0.97109375,0.971875,1,-0.000133156,0.001,0.1,10.6756872
1.8,0.6,1,2,0.7,0.959375,0.96015625,1,0.000108309,0.001,0.1,11.6396893
1.8,0.65,1,2,0.7,0.9484375,0.94921875,1,-0.000570766,0.001,0.1,11.097561
1.8,0.7,1,2,0.7,0.9375,0.93828125,1,-0.000765325,0.001,0.1,10.7696739
1.8,0.75,1,2,0.7,0.9265625,0.92734375,1,-0.000474767,0.001,0.1,10.6940389
1.8,0.8,1,2,0.7,0.915625,0.91640625,1,0.000301604,0.001,0.1,10.9905293
1.8,0.85,1,2,0.7,0.90546875,0.90625,1,0.000181749,0.001,0.1,11.9735966
1.8,0.9,1,2,0.7,0.8953125,0.89609375,1,-0.000142041,0.001,0.1,10.8890469
1.8,0.95,1,2,0.7,0.88515625,0.8859375,1,0.000687668,0.001,0.1,11.5227515
1.8,1,1,2,0.7,0.87578125,0.8765625,1,-0.000136462,0.001,0.1,11.0459067
1.9,0.005,1,2,0.7,1.11953125,1.1203125,1,0.000385202,0.001,0.1,12.9944543
1.9,0.01,1,2,0.7,1.11796875,1.11875,1,0.000469144,0.001,0.1,13.0938358
1.9,0.03,1,2,0.7,1.1125,1.11328125,1,-0.000688745,0.001,0.1,12.2586063
1.9,0.05,1,2,0.7,1.10625,1.10703125,1,-0.000184023,0.001,0.1,12.8161427
1.9,0.075,1,2,0.7,1.0984375,1.09921875,1,0.00060571,0.001,0.1,12.3892576
1.9,0.1,1,2,0.7,1.09140625,1.0921875,1,4.14E-05,0.001,0.1,12.1364024
1.9,0.15,1,2,0.7,1.07734375,1.078125,1,-0.000665094,0.001,0.1,15.8033778
1.9,0.2,1,2,0.7,1.06328125,1.0640625,1,-0.000724184,0.001,0.1,15.5015927
1.9,0.25,1,2,0.7,1.04921875,1.05,1,-0.000134797,0.001,0.1,22.1066118
1.9,0.3,1,2,0.7,1.0359375,1.03671875,1,-0.000656837,0.001,0.1,17.6824488
1.9,0.35,1,2,0.7,1.02265625,1.0234375,1,-0.000307494,0.001,0.1,19.0051589
1.9,0.4,1,2,0.7,1.009375,1.01015625,1,0.000367445,0.001,0.1,21.2468129
1.9,0.45,1,2,0.7,0.996875,0.99765625,1,0.000127514,0.001,0.1,22.8647458
1.9,0.5,1,2,0.7,0.984375,0.98515625,1,0.000477196,0.001,0.1,18.8465637
1.9,0.55,1,2,0.7,0.97265625,0.9734375,1,-6.72E-05,0.001,0.1,21.9607694
1.9,0.6,1,2,0.7,0.9609375,0.96171875,1,-0.000516626,0.001,0.1,22.1856846
1.9,0.65,1,2,0.7,0.94921875,0.95,1,9.84E-05,0.001,0.1,20.9708433
1.9,0.7,1,2,0.7,0.9375,0.93828125,1,0.000725369,0.001,0.1,19.0892987
1.9,0.75,1,2,0.7,0.9265625,0.92734375,1,0.000403232,0.001,0.1,22.2233148
1.9,0.8,1,2,0.7,0.915625,0.91640625,1,0.000608416,0.001,0.1,22.9480935
1.9,0.85,1,2,0.7,0.90546875,0.90625,1,-0.000117814,0.001,0.1,19.4714369
1.9,0.9,1,2,0.7,0.8953125,0.89609375,1,-0.001067298,0.001,0.1,18.0082693
1.9,0.95,1,2,0.7,0.884375,0.88515625,1,0.000689286,0.001,0.1,17.1675659
1.9,1,1,2,0.7,0.875,0.87578125,1,-0.00076483,0.001,0.1,20.4789972
2,0.005,1,2,0.7,1.125,1.12578125,1,-0.000403881,0.001,0.1,13.8471474
2,0.01,1,2,0.7,1.1234375,1.12421875,1,-0.000398079,0.001,0.1,13.3512104
2,0.03,1,2,0.7,1.1171875,1.11796875,1,-0.000299161,0.001,0.1,13.236228
2,0.05,1,2,0.7,1.1109375,1.11171875,1,-7.90E-05,0.001,0.1,13.8573703
2,0.075,1,2,0.7,1.103125,1.10390625,1,0.000366705,0.001,0.1,13.9658774
2,0.1,1,2,0.7,1.09609375,1.096875,1,-0.000615592,0.001,0.1,12.542535
2,0.15,1,2,0.7,1.08125,1.08203125,1,-0.00051531,0.001,0.1,13.0382935
2,0.2,1,2,0.7,1.06640625,1.0671875,1,0.000449717,0.001,0.1,12.764226
2,0.25,1,2,0.7,1.05234375,1.053125,1,0.000364775,0.001,0.1,13.0192536
2,0.3,1,2,0.7,1.0390625,1.03984375,1,-0.000886803,0.001,0.1,13.0455643
2,0.35,1,2,0.7,1.025,1.02578125,1,0.000386491,0.001,0.1,12.9199752
2,0.4,1,2,0.7,1.01171875,1.0125,1,0.000779362,0.001,0.1,13.0093742
2,0.45,1,2,0.7,0.99921875,1,1,-9.89E-05,0.001,0.1,12.7683192
2,0.5,1,2,0.7,0.98671875,0.9875,1,-0.000343021,0.001,0.1,12.5148937
2,0.55,1,2,0.7,0.97421875,0.975,1,4.79E-05,0.001,0.1,12.4180071
2,0.6,1,2,0.7,0.9625,0.96328125,1,-0.001030737,0.001,0.1,12.4368759
2,0.65,1,2,0.7,0.95,0.95078125,1,0.000592391,0.001,0.1,14.8548526
2,0.7,1,2,0.7,0.9390625,0.93984375,1,-0.000883608,0.001,0.1,14.2863833
2,0.75,1,2,0.7,0.92734375,0.928125,1,0.000434995,0.001,0.1,15.3834159
2,0.8,1,2,0.7,0.91640625,0.9171875,1,0.000134074,0.001,0.1,13.1349911
2,0.85,1,2,0.7,0.90546875,0.90625,1,0.000401225,0.001,0.1,11.7110353
2,0.9,1,2,0.7,0.8953125,0.89609375,1,-0.00111449,0.001,0.1,12.6734331
2,0.95,1,2,0.7,0.884375,0.88515625,1,0.000249455,0.001,0.1,13.6005058
2,1,1,2,0.7,0.87421875,0.875,1,0.000659995,0.001,0.1,11.7175886
2.5,0.005,1,2,0.7,1.1421875,1.14296875,1,-0.00023214,0.001,0.1,14.270712
2.5,0.01,1,2,0.7,1.140625,1.14140625,1,-0.000518529,0.001,0.1,13.9890973
2.5,0.03,1,2,0.7,1.13359375,1.134375,1,0.000547958,0.001,0.1,13.4218785
2.5,0.05,1,2,0.7,1.12734375,1.128125,1,-0.000316178,0.001,0.1,12.8787285
2.5,0.075,1,2,0.7,1.11875,1.11953125,1,0.000894886,0.001,0.1,12.8406131
2.5,0.1,1,2,0.7,1.1109375,1.11171875,1,0.000287294,0.001,0.1,16.0989924
2.5,0.15,1,2,0.7,1.0953125,1.09609375,1,-0.000172472,0.001,0.1,13.4698893
2.5,0.2,1,2,0.7,1.0796875,1.08046875,1,0.000375757,0.001,0.1,14.2510769
2.5,0.25,1,2,0.7,1.06484375,1.065625,1,-9.50E-05,0.001,0.1,22.6821643
2.5,0.3,1,2,0.7,1.05,1.05078125,1,9.91E-05,0.001,0.1,24.7851805
2.5,0.35,1,2,0.7,1.0359375,1.03671875,1,-0.000806287,0.001,0.1,18.9244956
2.5,0.4,1,2,0.7,1.021875,1.02265625,1,-0.000782205,0.001,0.1,20.1626848
2.5,0.45,1,2,0.7,1.0078125,1.00859375,1,0.000172249,0.001,0.1,17.7353225
2.5,0.5,1,2,0.7,0.99453125,0.9953125,1,7.60E-05,0.001,0.1,24.3804517
2.5,0.55,1,2,0.7,0.98125,0.98203125,1,0.000258937,0.001,0.1,32.8415757
2.5,0.6,1,2,0.7,0.96875,0.96953125,1,-0.000695066,0.001,0.1,33.6343314
2.5,0.65,1,2,0.7,0.95625,0.95703125,1,-0.000803182,0.001,0.1,16.6188443
2.5,0.7,1,2,0.7,0.94375,0.94453125,1,-6.47E-05,0.001,0.1,21.9788509
2.5,0.75,1,2,0.7,0.93203125,0.9328125,1,-0.000421226,0.001,0.1,15.4306105
2.5,0.8,1,2,0.7,0.9203125,0.92109375,1,-0.000890531,0.001,0.1,13.8590488
2.5,0.85,1,2,0.7,0.90859375,0.909375,1,0.000419189,0.001,0.1,14.4871945
2.5,0.9,1,2,0.7,0.89765625,0.8984375,1,-0.000425994,0.001,0.1,16.2230484
2.5,0.95,1,2,0.7,0.88671875,0.8875,1,-0.000514051,0.001,0.1,10.7976042
2.5,1,1,2,0.7,0.87578125,0.8765625,1,0.000155625,0.001,0.1,11.6321998
3,0.005,1,2,0.7,1.1515625,1.15234375,1,0.000560802,0.001,0.1,13.9954045
3,0.01,1,2,0.7,1.15,1.15078125,1,5.98E-05,0.001,0.1,12.7039671
3,0.03,1,2,0.7,1.14296875,1.14375,1,0.000755619,0.001,0.1,12.665548
3,0.05,1,2,0.7,1.13671875,1.1375,1,-0.000900338,0.001,0.1,14.2423462
3,0.075,1,2,0.7,1.128125,1.12890625,1,-0.000174586,0.001,0.1,14.5658801
3,0.1,1,2,0.7,1.11953125,1.1203125,1,0.000998571,0.001,0.1,14.7851372
3,0.15,1,2,0.7,1.10390625,1.1046875,1,-0.000980253,0.001,0.1,14.7246002
3,0.2,1,2,0.7,1.0875,1.08828125,1,0.000764014,0.001,0.1,16.286723
3,0.25,1,2,0.7,1.07265625,1.0734375,1,-0.001205348,0.001,0.1,13.1100955
3,0.3,1,2,0.7,1.05703125,1.0578125,1,0.000549342,0.001,0.1,13.3950694
3,0.35,1,2,0.7,1.0421875,1.04296875,1,0.000582118,0.001,0.1,12.7436572
3,0.4,1,2,0.7,1.028125,1.02890625,1,-0.00068881,0.001,0.1,12.9482366
3,0.45,1,2,0.7,1.0140625,1.01484375,1,-0.000811812,0.001,0.1,13.7204762
3,0.5,1,2,0.7,1,1.00078125,1,0.00021357,0.001,0.1,13.3320949
3,0.55,1,2,0.7,0.98671875,0.9875,1,-2.18E-06,0.001,0.1,12.8613175
3,0.6,1,2,0.7,0.9734375,0.97421875,1,4.76E-05,0.001,0.1,12.0794417
3,0.65,1,2,0.7,0.9609375,0.96171875,1,-0.001248423,0.001,0.1,13.0212765
3,0.7,1,2,0.7,0.9484375,0.94921875,1,-0.001499917,0.001,0.1,12.6995244
3,0.75,1,2,0.7,0.9359375,0.93671875,1,-0.000706471,0.001,0.1,12.3337053
3,0.8,1,2,0.7,0.9234375,0.92421875,1,0.001132733,0.001,0.1,11.7789197
3,0.85,1,2,0.7,0.91171875,0.9125,1,0.001690637,0.001,0.1,12.2242644
3,0.9,1,2,0.7,0.90078125,0.9015625,1,-0.000364299,0.001,0.1,16.3161665
3,0.95,1,2,0.7,0.8890625,0.88984375,1,0.000825107,0.001,0.1,15.3419934
3,1,1,2,0.7,0.878125,0.87890625,1,0.000630693,0.001,0.1,15.1364988
3.5,0.005,1,2,0.7,1.1578125,1.15859375,1,-0.000704854,0.001,0.1,13.7497999
3.5,0.01,1,2,0.7,1.15625,1.15703125,1,-0.001385999,0.001,0.1,13.6797142
3.5,0.03,1,2,0.7,1.14921875,1.15,1,-0.000919618,0.001,0.1,14.2279559
3.5,0.05,1,2,0.7,1.1421875,1.14296875,1,-0.000250256,0.001,0.1,15.3372473
3.5,0.075,1,2,0.7,1.13359375,1.134375,1,0.000290015,0.001,0.1,15.1237773
3.5,0.1,1,2,0.7,1.125,1.12578125,1,0.001090499,0.001,0.1,13.3092881
3.5,0.15,1,2,0.7,1.10859375,1.109375,1,0.001071464,0.001,0.1,13.7142058
3.5,0.2,1,2,0.7,1.09296875,1.09375,1,-0.000611981,0.001,0.1,12.5288318
3.5,0.25,1,2,0.7,1.07734375,1.078125,1,-0.000819252,0.001,0.1,13.1713143
3.5,0.3,1,2,0.7,1.06171875,1.0625,1,0.00044939,0.001,0.1,13.0946234
3.5,0.35,1,2,0.7,1.046875,1.04765625,1,-0.000308893,0.001,0.1,12.7467206
3.5,0.4,1,2,0.7,1.03203125,1.0328125,1,0.000982732,0.001,0.1,13.0719727
3.5,0.45,1,2,0.7,1.01796875,1.01875,1,0.000132849,0.001,0.1,13.22689
3.5,0.5,1,2,0.7,1.00390625,1.0046875,1,0.000644446,0.001,0.1,16.6843309
3.5,0.55,1,2,0.7,0.990625,0.99140625,1,-0.001283454,0.001,0.1,13.3566679
3.5,0.6,1,2,0.7,0.97734375,0.978125,1,-0.000921499,0.001,0.1,11.9750139
3.5,0.65,1,2,0.7,0.9640625,0.96484375,1,-0.000337113,0.001,0.1,12.5414282
3.5,0.7,1,2,0.7,0.9515625,0.95234375,1,-0.00131193,0.001,0.1,12.8111874
3.5,0.75,1,2,0.7,0.9390625,0.93984375,1,-0.001048245,0.001,0.1,13.2110211
3.5,0.8,1,2,0.7,0.9265625,0.92734375,1,0.000454153,0.001,0.1,21.8445609
3.5,0.85,1,2,0.7,0.91484375,0.915625,1,0.000462473,0.001,0.1,13.6058673
3.5,0.9,1,2,0.7,0.903125,0.90390625,1,0.000118641,0.001,0.1,14.9820893
3.5,0.95,1,2,0.7,0.8921875,0.89296875,1,-0.001850134,0.001,0.1,12.4450416
3.5,1,1,2,0.7,0.88046875,0.88125,1,0.001782973,0.001,0.1,15.8117251
4,0.005,1,2,0.7,1.16171875,1.1625,1,-0.001011022,0.001,0.1,18.9257356
4,0.01,1,2,0.7,1.159375,1.16015625,1,0.001612954,0.001,0.1,14.4072974
4,0.03,1,2,0.7,1.153125,1.15390625,1,-0.001570335,0.001,0.1,13.7538294
4,0.05,1,2,0.7,1.14609375,1.146875,1,-0.000933476,0.001,0.1,15.487667
4,0.075,1,2,0.7,1.1375,1.13828125,1,-0.000714174,0.001,0.1,13.8087486
4,0.1,1,2,0.7,1.12890625,1.1296875,1,0.000118925,0.001,0.1,12.6472007
4,0.15,1,2,0.7,1.1125,1.11328125,1,-0.000708976,0.001,0.1,12.4245687
4,0.2,1,2,0.7,1.09609375,1.096875,1,0.000544591,0.001,0.1,12.3272414
4,0.25,1,2,0.7,1.08046875,1.08125,1,-0.000203195,0.001,0.1,12.2372913
4,0.3,1,2,0.7,1.06484375,1.065625,1,0.000754483,0.001,0.1,11.8425442
4,0.35,1,2,0.7,1.05,1.05078125,1,-0.000623398,0.001,0.1,11.7103825
4,0.4,1,2,0.7,1.03515625,1.0359375,1,0.000368585,0.001,0.1,11.759951
4,0.45,1,2,0.7,1.02109375,1.021875,1,-0.001105966,0.001,0.1,11.846341
4,0.5,1,2,0.7,1.00703125,1.0078125,1,-0.00100773,0.001,0.1,12.1473566
4,0.55,1,2,0.7,0.99296875,0.99375,1,0.000662758,0.001,0.1,11.3779524
4,0.6,1,2,0.7,0.9796875,0.98046875,1,-0.000562803,0.001,0.1,11.2306082
4,0.65,1,2,0.7,0.96640625,0.9671875,1,0.000962233,0.001,0.1,11.2514339
4,0.7,1,2,0.7,0.95390625,0.9546875,1,-0.000549659,0.001,0.1,11.2276006
4,0.75,1,2,0.7,0.94140625,0.9421875,1,-0.000630932,0.001,0.1,11.7344437
4,0.8,1,2,0.7,0.92890625,0.9296875,1,0.000718022,0.001,0.1,11.2774525
4,0.85,1,2,0.7,0.9171875,0.91796875,1,-0.001410489,0.001,0.1,11.2252036
4,0.9,1,2,0.7,0.90546875,0.90625,1,-0.000418015,0.001,0.1,16.3489543
4,0.95,1,2,0.7,0.89375,0.89453125,1,6.18E-05,0.001,0.1,19.193038
4,1,1,2,0.7,0.8828125,0.88359375,1,-0.001306795,0.001,0.1,18.4371766
4.5,0.005,1,2,0.7,1.1640625,1.16484375,1,0.000455533,0.001,0.1,21.8608046
4.5,0.01,1,2,0.7,1.1625,1.16328125,1,-0.00053423,0.001,0.1,21.3971942
4.5,0.03,1,2,0.7,1.15546875,1.15625,1,-0.000312097,0.001,0.1,21.8407576
4.5,0.05,1,2,0.7,1.1484375,1.14921875,1,0.000175765,0.001,0.1,21.6126407
4.5,0.075,1,2,0.7,1.13984375,1.140625,1,0.000398549,0.001,0.1,21.3938552
4.5,0.1,1,2,0.7,1.13125,1.13203125,1,0.000961535,0.001,0.1,22.0302984
4.5,0.15,1,2,0.7,1.11484375,1.115625,1,-2.87E-05,0.001,0.1,21.3195014
4.5,0.2,1,2,0.7,1.0984375,1.09921875,1,0.000630991,0.001,0.1,20.0811968
4.5,0.25,1,2,0.7,1.0828125,1.08359375,1,-0.000621586,0.001,0.1,20.5276448
4.5,0.3,1,2,0.7,1.0671875,1.06796875,1,6.03E-05,0.001,0.1,20.3320351
4.5,0.35,1,2,0.7,1.05234375,1.053125,1,-0.001075768,0.001,0.1,20.4212851
4.5,0.4,1,2,0.7,1.0375,1.03828125,1,-0.001179938,0.001,0.1,20.7012712
4.5,0.45,1,2,0.7,1.02265625,1.0234375,1,0.001521284,0.001,0.1,20.5112256
4.5,0.5,1,2,0.7,1.00859375,1.009375,1,0.001331612,0.001,0.1,19.8962246
4.5,0.55,1,2,0.7,0.9953125,0.99609375,1,-0.002039462,0.001,0.1,19.6758238
4.5,0.6,1,2,0.7,0.98125,0.98203125,1,0.001238509,0.001,0.1,19.3475881
4.5,0.65,1,2,0.7,0.96875,0.96953125,1,-0.002487177,0.001,0.1,21.1959469
4.5,0.7,1,2,0.7,0.95546875,0.95625,1,0.0006687,0.001,0.1,20.256228
4.5,0.75,1,2,0.7,0.94296875,0.94375,1,0.000286923,0.001,0.1,18.1814603
4.5,0.8,1,2,0.7,0.93046875,0.93125,1,0.001526445,0.001,0.1,17.930868
4.5,0.85,1,2,0.7,0.91875,0.91953125,1,-0.001170454,0.001,0.1,18.8669294
4.5,0.9,1,2,0.7,0.90703125,0.9078125,1,-0.000327611,0.001,0.1,18.7607633
4.5,0.95,1,2,0.7,0.8953125,0.89609375,1,-6.79E-05,0.001,0.1,16.9487402
4.5,1,1,2,0.7,0.884375,0.88515625,1,-0.001895013,0.001,0.1,17.1874967
5,0.005,1,2,0.7,1.16640625,1.1671875,1,-0.001910312,0.001,0.1,21.1517293
5,0.01,1,2,0.7,1.1640625,1.16484375,1,0.001355033,0.001,0.1,21.53227
5,0.03,1,2,0.7,1.15703125,1.1578125,1,0.001509702,0.001,0.1,21.9205693
5,0.05,1,2,0.7,1.15,1.15078125,1,0.001961547,0.001,0.1,22.4317549
